chr,start,end,name,signalValue ,pValue ,qValue,peak,ann_start,ann_end,gene,product
U00096.3,3974537,3974997,NA_peak_1268,1.21452,7.2552,5.49597,340,3974467,3975141,gene=rffC,product=RffC
U00096.3,3975204,3975419,NA_peak_1269,1.26911,10.5,8.36611,96,3975146,3976276,gene=wecE,product=dTDP-4-dehydro-6-deoxy-D-glucose transaminase
U00096.3,3976256,3976849,NA_peak_1270,1.13847,3.78404,2.57705,505,3975146,3976276,gene=wecE,product=dTDP-4-dehydro-6-deoxy-D-glucose transaminase
U00096.3,3976256,3976849,NA_peak_1270,1.13847,3.78404,2.57705,505,3976278,3977528,gene=wzxE,product=lipid IIIECA flippase
U00096.3,3980364,3980573,NA_peak_1271,1.20237,6.60916,4.94554,136,3979956,3980696,gene=rffM,product=UDP-N-acetyl-D-mannosaminuronic acid transferase
U00096.3,3985440,3985598,NA_peak_1272,1.22591,7.26861,5.50755,99,3984352,3986007,gene=aslA,product=putative sulfatase AslA
U00096.3,3986704,3986960,NA_peak_1273,1.22936,8.51299,6.59209,133,3986686,3987882,gene=hemY,product=protein HemY
U00096.3,3987363,3987518,NA_peak_1274,1.22565,8.30107,6.40576,66,3986686,3987882,gene=hemY,product=protein HemY
U00096.3,3989773,3990463,NA_peak_1275,1.30186,13.9182,11.5288,271,3989088,3989828,gene=hemD,product=uroporphyrinogen-III synthase
U00096.3,3989773,3990463,NA_peak_1275,1.30186,13.9182,11.5288,271,3989825,3990766,gene=hemC,product=hydroxymethylbilane synthase
U00096.3,3991138,3991442,NA_peak_1276,1.2646,9.91233,7.83717,185,3991153,3993699,gene=cyaA,product=adenylate cyclase
U00096.3,3992155,3992372,NA_peak_1277,1.41151,21.6139,18.9511,130,3991153,3993699,gene=cyaA,product=adenylate cyclase
U00096.3,3992714,3992900,NA_peak_1278,1.24047,8.42387,6.51395,78,3991153,3993699,gene=cyaA,product=adenylate cyclase
U00096.3,3994941,3995127,NA_peak_1279,1.22862,7.77279,5.944,82,3994762,3995586,gene=dapF,product=diaminopimelate epimerase
U00096.3,3995820,3996159,NA_peak_1280,1.37811,19.912,17.2821,148,3995583,3996290,gene=yigA,product=DUF484 domain-containing protein YigA
U00096.3,3997312,3997478,NA_peak_1281,1.18741,5.91582,4.35817,116,3997183,3997899,gene=yigB,product=5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
U00096.3,3998016,3998668,NA_peak_1282,1.23734,8.58055,6.65139,195,3997983,4000145,gene=uvrD,product=DNA helicase II
U00096.3,3999676,4000060,NA_peak_1283,1.19948,6.60495,4.94194,240,3997983,4000145,gene=uvrD,product=DNA helicase II
U00096.3,4006848,4007066,NA_peak_1284,1.15618,4.34185,3.03998,196,4005864,4007693,gene=recQ,product=ATP-dependent DNA helicase RecQ
U00096.3,4007325,4007574,NA_peak_1285,1.23976,8.56917,6.6418,133,4005864,4007693,gene=recQ,product=ATP-dependent DNA helicase RecQ
U00096.3,4011703,4012429,NA_peak_1286,1.33934,16.1411,13.6286,301,4011076,4011975,gene=bioP,product=biotin transporter
U00096.3,4011703,4012429,NA_peak_1286,1.33934,16.1411,13.6286,301,4011863,4012816,gene=metR,product=DNA-binding transcriptional dual regulator MetR
U00096.3,4012563,4012814,NA_peak_1287,1.33149,15.1847,12.7183,125,4011863,4012816,gene=metR,product=DNA-binding transcriptional dual regulator MetR
U00096.3,4013070,4015917,NA_peak_1288,1.85329,107.995,104.727,1713,4013053,4015314,gene=metE,product=cobalamin-independent homocysteine transmethylase
U00096.3,4013070,4015917,NA_peak_1288,1.85329,107.995,104.727,1713,4015354,4016169,gene=ysgA,product=putative dienelactone hydrolase
U00096.3,4019712,4019984,NA_peak_1289,1.22562,8.26765,6.3759,109,4019624,4020229,gene=ubiJ,product=ubiquinone biosynthesis accessory factor UbiJ
U00096.3,4022576,4022730,NA_peak_1290,1.23188,8.08137,6.21344,67,4022218,4022733,gene=tatB,product=twin arginine protein translocation system - TatB protein
U00096.3,4023651,4023807,NA_peak_1291,1.16372,4.30851,3.0122,44,4023554,4024336,gene=tatD,product=3' -> 5' ssDNA/RNA exonuclease TatD
U00096.3,4025104,4025270,NA_peak_1292,1.13449,3.36985,2.23549,83,4024988,4026481,gene=ubiD,product=3-octaprenyl-4-hydroxybenzoate decarboxylase
U00096.3,4025365,4025529,NA_peak_1293,1.14352,3.62424,2.44571,128,4024988,4026481,gene=ubiD,product=3-octaprenyl-4-hydroxybenzoate decarboxylase
U00096.3,4027459,4027798,NA_peak_1294,1.20331,7.37591,5.6006,119,4027609,4028772,gene=fadA,product=3-ketoacyl-CoA thiolase
U00096.3,4028323,4028547,NA_peak_1295,1.35889,16.4508,13.9236,99,4027609,4028772,gene=fadA,product=3-ketoacyl-CoA thiolase
U00096.3,4028660,4028941,NA_peak_1296,1.2362,8.46942,6.55453,140,4027609,4028772,gene=fadA,product=3-ketoacyl-CoA thiolase
U00096.3,4028660,4028941,NA_peak_1296,1.2362,8.46942,6.55453,140,4028782,4030971,gene=fadB,product=multifunctional enoyl-CoA hydratase%2C 3-hydroxyacyl-CoA epimerase%2C Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase%2C L-3-hydroxyacyl-CoA dehydrogenase
U00096.3,4029114,4029453,NA_peak_1297,1.15741,4.538,3.20184,127,4028782,4030971,gene=fadB,product=multifunctional enoyl-CoA hydratase%2C 3-hydroxyacyl-CoA epimerase%2C Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase%2C L-3-hydroxyacyl-CoA dehydrogenase
U00096.3,4031593,4032067,NA_peak_1298,1.20263,6.67524,5.00163,178,4031161,4032492,gene=pepQ,product=Xaa-Pro dipeptidase
U00096.3,4032612,4032781,NA_peak_1299,1.21628,7.1105,5.37341,139,4032492,4033106,gene=yigZ,product=IMPACT family member YigZ
U00096.3,4033481,4033745,NA_peak_1300,1.17131,4.68928,3.32896,177,4033145,4034596,gene=trkH,product=K(+) transporter TrkH
U00096.3,4047118,4047370,NA_peak_1301,1.19495,6.03737,4.46102,210,4046966,4049752,gene=polA,product=DNA polymerase I
U00096.3,4049347,4049507,NA_peak_1302,1.19154,5.91192,4.35484,62,4046966,4049752,gene=polA,product=DNA polymerase I
U00096.3,4052298,4052447,NA_peak_1303,1.15352,4.19239,2.91598,99,4052045,4053418,gene=hemN,product=coproporphyrinogen III dehydrogenase
U00096.3,4052864,4053031,NA_peak_1304,1.24586,9.43953,7.41474,69,4052045,4053418,gene=hemN,product=coproporphyrinogen III dehydrogenase
U00096.3,4053970,4054444,NA_peak_1305,1.16071,4.73116,3.36378,207,4053869,4055278,gene=glnG,product=DNA-binding transcriptional dual regulator NtrC
U00096.3,4055452,4056036,NA_peak_1306,1.20461,6.73497,5.05207,525,4055290,4056339,gene=glnL,product=protein histidine kinase NtrB
U00096.3,4056603,4056801,NA_peak_1307,1.18364,5.24809,3.79632,110,4056625,4058034,gene=glnA,product=glutamine synthetase
U00096.3,4057649,4057852,NA_peak_1308,1.24286,8.60372,6.67207,109,4056625,4058034,gene=glnA,product=glutamine synthetase
U00096.3,4058749,4059041,NA_peak_1309,1.09556,2.3108,1.36987,289,4058407,4060230,gene=bipA,product=50S ribosomal subunit assembly factor BipA
U00096.3,4059162,4059373,NA_peak_1310,1.22272,8.44689,6.5344,107,4058407,4060230,gene=bipA,product=50S ribosomal subunit assembly factor BipA
U00096.3,4059772,4059963,NA_peak_1311,1.12826,3.30905,2.18533,120,4058407,4060230,gene=bipA,product=50S ribosomal subunit assembly factor BipA
U00096.3,4067367,4067937,NA_peak_1312,1.195,6.27647,4.66304,242,4067240,4069276,gene=yihQ,product=sulfoquinovosidase
U00096.3,4072871,4073175,NA_peak_1313,1.19055,6.01697,4.44362,107,4072675,4073571,gene=yihU,product=3-sulfolactaldehyde reductase
U00096.3,4077604,4077834,NA_peak_1314,1.25588,9.28244,7.27476,89,4077449,4078438,gene=fabY,product=putative fatty acid biosynthesis enzyme FabY
U00096.3,4078155,4078372,NA_peak_1315,1.3214,12.997,10.664,122,4077449,4078438,gene=fabY,product=putative fatty acid biosynthesis enzyme FabY
U00096.3,4080514,4080941,NA_peak_1316,1.19374,6.19624,4.59527,335,4080299,4081228,gene=fdhE,product=formate dehydrogenase formation protein
U00096.3,4082064,4082266,NA_peak_1317,1.111,2.82549,1.789,197,4081857,4082759,gene=fdoH,product=formate dehydrogenase O subunit beta
U00096.3,4083358,4083755,NA_peak_1318,1.18329,5.95213,4.38935,268,4082772,4085822,gene=fdoG,product=formate dehydrogenase O subunit alpha
U00096.3,4084430,4084658,NA_peak_1319,1.21188,7.21708,5.46445,86,4082772,4085822,gene=fdoG,product=formate dehydrogenase O subunit alpha
U00096.3,4085047,4085819,NA_peak_1320,1.38079,18.7733,16.1671,533,4082772,4085822,gene=fdoG,product=formate dehydrogenase O subunit alpha
U00096.3,4094778,4094968,NA_peak_1321,1.21369,7.21262,5.46063,75,4094723,4095982,gene=rhaA,product=L-rhamnose isomerase
U00096.3,4095855,4096123,NA_peak_1322,1.23537,8.1164,6.24436,53,4094723,4095982,gene=rhaA,product=L-rhamnose isomerase
U00096.3,4095855,4096123,NA_peak_1322,1.23537,8.1164,6.24436,53,4095979,4097448,gene=rhaB,product=rhamnulokinase
U00096.3,4096997,4097155,NA_peak_1323,1.16822,4.34946,3.0465,27,4095979,4097448,gene=rhaB,product=rhamnulokinase
U00096.3,4098290,4098505,NA_peak_1324,1.22394,7.65142,5.83875,140,4097736,4098572,gene=rhaS,product=DNA-binding transcriptional activator RhaS
U00096.3,4098997,4099158,NA_peak_1325,1.17714,4.92824,3.52846,55,4098646,4099494,gene=rhaR,product=DNA-binding transcriptional activator RhaR
U00096.3,4104034,4104312,NA_peak_1326,1.15127,4.00304,2.75838,163,4103602,4104975,gene=cpxA,product=sensor histidine kinase CpxA
U00096.3,4104810,4104977,NA_peak_1327,1.15406,3.95313,2.71763,115,4103602,4104975,gene=cpxA,product=sensor histidine kinase CpxA
U00096.3,4104810,4104977,NA_peak_1327,1.15406,3.95313,2.71763,115,4104972,4105670,gene=cpxR,product=DNA-binding transcriptional dual regulator CpxR
U00096.3,4105209,4105433,NA_peak_1328,1.16422,4.77789,3.40214,91,4104972,4105670,gene=cpxR,product=DNA-binding transcriptional dual regulator CpxR
U00096.3,4107747,4108083,NA_peak_1329,1.18847,6.06419,4.48399,160,4107552,4108514,gene=pfkA,product=6-phosphofructokinase 1
U00096.3,4108269,4108431,NA_peak_1330,1.12693,3.09348,2.00911,41,4107552,4108514,gene=pfkA,product=6-phosphofructokinase 1
U00096.3,4114668,4115182,NA_peak_1331,1.3365,16.1248,13.6132,213,4114569,4115579,gene=glpX,product=fructose-1%2C6-bisphosphatase 2
U00096.3,4115253,4115470,NA_peak_1332,1.23102,8.51767,6.59634,66,4114569,4115579,gene=glpX,product=fructose-1%2C6-bisphosphatase 2
U00096.3,4115777,4116066,NA_peak_1333,1.23798,8.67583,6.73626,111,4115714,4117222,gene=glpK,product=glycerol kinase
U00096.3,4118970,4119198,NA_peak_1334,1.31983,13.9669,11.5739,116,4118845,4119330,gene=rraA,product=ribonuclease E inhibitor protein A
U00096.3,4120780,4120984,NA_peak_1335,1.12057,2.90426,1.85367,199,4120416,4121747,gene=hslU,product=ATPase component of the HslVU protease
U00096.3,4121136,4121312,NA_peak_1336,1.13947,3.52428,2.36263,119,4120416,4121747,gene=hslU,product=ATPase component of the HslVU protease
U00096.3,4121889,4122183,NA_peak_1337,1.13366,3.52944,2.367,95,4121757,4122287,gene=hslV,product=peptidase component of the HslVU protease
U00096.3,4122521,4123018,NA_peak_1338,1.24639,9.95588,7.87577,310,4122380,4123339,gene=ftsN,product=cell division protein FtsN
U00096.3,4124960,4125448,NA_peak_1339,1.16648,5.0892,3.66336,438,4124612,4126810,gene=priA,product=primosomal protein N'
U00096.3,4126217,4126712,NA_peak_1340,1.10869,2.56342,1.57513,224,4124612,4126810,gene=priA,product=primosomal protein N'
U00096.3,4127434,4127619,NA_peak_1341,1.19458,6.13412,4.54282,84,4127286,4127894,gene=yiiX,product=putative lipid-binding hydrolase YiiX
U00096.3,4127735,4127945,NA_peak_1342,1.14623,3.94505,2.71084,165,4127286,4127894,gene=yiiX,product=putative lipid-binding hydrolase YiiX
U00096.3,4128052,4128323,NA_peak_1343,1.3662,18.3813,15.7839,102,4128078,4128395,gene=metJ,product=DNA-binding transcriptional repressor MetJ
U00096.3,4128731,4129121,NA_peak_1344,1.40333,20.8793,18.23,191,4128672,4129832,gene=metB,product=O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase
U00096.3,4129255,4132216,NA_peak_1345,1.46873,30.4534,27.6988,2543,4128672,4129832,gene=metB,product=O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase
U00096.3,4129255,4132216,NA_peak_1345,1.46873,30.4534,27.6988,2543,4129835,4132267,gene=metL,product=fused aspartate kinase/homoserine dehydrogenase 2
U00096.3,4132562,4133430,NA_peak_1346,1.89273,98.494,95.2981,329,4132616,4133506,gene=metF,product=5%2C10-methylenetetrahydrofolate reductase
U00096.3,4133830,4133985,NA_peak_1347,1.28417,11.1494,8.95591,92,4133835,4136015,gene=katG,product=catalase/hydroperoxidase HPI
U00096.3,4134361,4134760,NA_peak_1348,1.28793,12.1294,9.85748,230,4133835,4136015,gene=katG,product=catalase/hydroperoxidase HPI
U00096.3,4134962,4135152,NA_peak_1349,1.13523,3.48932,2.33412,100,4133835,4136015,gene=katG,product=catalase/hydroperoxidase HPI
U00096.3,4135453,4135915,NA_peak_1350,1.2323,8.64755,6.71109,159,4133835,4136015,gene=katG,product=catalase/hydroperoxidase HPI
U00096.3,4138556,4138735,NA_peak_1351,1.19533,5.75534,4.22316,128,4137932,4139035,gene=gldA,product=L-1%2C2-propanediol dehydrogenase/glycerol dehydrogenase
U00096.3,4139652,4139984,NA_peak_1352,1.23506,8.11158,6.24019,192,4139046,4139708,gene=fsaB,product=fructose-6-phosphate aldolase 2
U00096.3,4139652,4139984,NA_peak_1352,1.23506,8.11158,6.24019,192,4139720,4142221,gene=ptsA,product=putative PTS multiphosphoryl transfer protein PtsA
U00096.3,4140063,4140444,NA_peak_1353,1.1673,5.32219,3.85841,87,4139720,4142221,gene=ptsA,product=putative PTS multiphosphoryl transfer protein PtsA
U00096.3,4143214,4143458,NA_peak_1354,1.21477,6.90577,5.19841,123,4142530,4143609,gene=frwC,product=putative PTS enzyme IIC component FrwC
U00096.3,4147024,4147171,NA_peak_1355,1.12872,3.0875,2.00396,74,4146258,4147136,gene=pflC,product=putative pyruvate formate-lyase 2 activating enzyme PflC
U00096.3,4147024,4147171,NA_peak_1355,1.12872,3.0875,2.00396,74,4147138,4147479,gene=frwD,product=putative PTS enzyme IIB component FrwD
U00096.3,4147898,4148052,NA_peak_1356,1.21925,6.84807,5.14862,85,4147466,4148317,gene=yijO,product=putative DNA-binding transcriptional regulator YijO
U00096.3,4150829,4151100,NA_peak_1357,1.27158,10.4734,8.34198,113,4150447,4153098,gene=ppc,product=phosphoenolpyruvate carboxylase
U00096.3,4151603,4151977,NA_peak_1358,1.19354,6.61188,4.94784,138,4150447,4153098,gene=ppc,product=phosphoenolpyruvate carboxylase
U00096.3,4156476,4156666,NA_peak_1359,1.2129,6.79095,5.1,67,4156013,4156789,gene=argB,product=acetylglutamate kinase
U00096.3,4157230,4157438,NA_peak_1360,1.11028,2.70117,1.68778,139,4156850,4158223,gene=argH,product=argininosuccinate lyase
U00096.3,4157827,4158096,NA_peak_1361,1.23607,8.10559,6.2347,109,4156850,4158223,gene=argH,product=argininosuccinate lyase
U00096.3,4161218,4161646,NA_peak_1362,1.258,9.17749,7.18056,338,4161067,4161771,gene=fabR,product=DNA-binding transcriptional repressor FabR
U00096.3,4163708,4163869,NA_peak_1363,1.24534,8.2192,6.33417,83,4163639,4165483,gene=btuB,product=cobalamin outer membrane transporter
U00096.3,4170947,4171112,NA_peak_1364,1.23354,8.03081,6.16941,49,4172057,4173085,gene=murB,product=UDP-N-acetylenolpyruvoylglucosamine reductase
U00096.3,4171220,4171405,NA_peak_1365,1.24608,8.33423,6.43504,71,4172057,4173085,gene=murB,product=UDP-N-acetylenolpyruvoylglucosamine reductase
U00096.3,4176151,4176425,NA_peak_1366,1.19948,6.60495,4.94194,111,4175944,4177128,gene=tufB,product=translation elongation factor Tu 2
U00096.3,4177364,4177653,NA_peak_1367,1.21202,7.18728,5.43893,151,4177358,4177741,gene=secE,product=Sec translocon subunit SecE
U00096.3,4177888,4178098,NA_peak_1368,1.24554,8.91391,6.9457,112,4177743,4178288,gene=nusG,product=transcription termination/antitermination factor NusG
U00096.3,4180073,4180316,NA_peak_1369,1.2806,10.813,8.6498,78,4179996,4180493,gene=rplJ,product=50S ribosomal subunit protein L10
U00096.3,4183179,4183391,NA_peak_1370,1.26927,10.3565,8.23632,135,4181245,4185273,gene=rpoB,product=RNA polymerase subunit beta
U00096.3,4184592,4184766,NA_peak_1371,1.2505,8.81419,6.85749,95,4181245,4185273,gene=rpoB,product=RNA polymerase subunit beta
U00096.3,4185583,4185839,NA_peak_1372,1.26495,9.99672,7.91262,197,4185350,4189573,gene=rpoC,product=RNA polymerase subunit beta'
U00096.3,4186750,4186917,NA_peak_1373,1.23497,8.26036,6.36953,45,4185350,4189573,gene=rpoC,product=RNA polymerase subunit beta'
U00096.3,4187720,4188029,NA_peak_1374,1.28016,11.488,9.2664,114,4185350,4189573,gene=rpoC,product=RNA polymerase subunit beta'
U00096.3,4189206,4189371,NA_peak_1375,1.21801,6.94962,5.2352,68,4185350,4189573,gene=rpoC,product=RNA polymerase subunit beta'
U00096.3,4190818,4191066,NA_peak_1376,1.1662,4.92608,3.52655,31,4190735,4191868,gene=thiH,product=2-iminoacetate synthase
U00096.3,4191681,4192087,NA_peak_1377,1.19097,6.24176,4.63436,144,4190735,4191868,gene=thiH,product=2-iminoacetate synthase
U00096.3,4191681,4192087,NA_peak_1377,1.19097,6.24176,4.63436,144,4191865,4192635,gene=thiG,product=1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
U00096.3,4192686,4193161,NA_peak_1378,1.21141,7.02551,5.2999,181,4192637,4192837,gene=thiS,product=sulfur carrier protein ThiS
U00096.3,4192686,4193161,NA_peak_1378,1.21141,7.02551,5.2999,181,4192821,4193576,gene=thiF,product=sulfur carrier protein ThiS adenylyltransferase
U00096.3,4193583,4193889,NA_peak_1379,1.29519,12.3655,10.076,112,4193569,4194204,gene=thiE,product=thiamine phosphate synthase
U00096.3,4194682,4195199,NA_peak_1380,1.16242,4.41832,3.10303,159,4194204,4196099,gene=thiC,product=phosphomethylpyrimidine synthase
U00096.3,4195781,4196059,NA_peak_1381,1.1772,5.47502,3.98635,67,4194204,4196099,gene=thiC,product=phosphomethylpyrimidine synthase
U00096.3,4197779,4197999,NA_peak_1382,1.11872,2.87261,1.82735,95,4197716,4198780,gene=hemE,product=uroporphyrinogen decarboxylase
U00096.3,4198404,4198625,NA_peak_1383,1.1476,4.15235,2.88225,200,4197716,4198780,gene=hemE,product=uroporphyrinogen decarboxylase
U00096.3,4199162,4199431,NA_peak_1384,1.24447,9.38293,7.36435,156,4198790,4199461,gene=nfi,product=endonuclease V
U00096.3,4202622,4202845,NA_peak_1385,1.19546,5.90748,4.35108,54,4201926,4203323,gene=zraS,product=sensor histidine kinase ZraS
U00096.3,4203734,4204060,NA_peak_1386,1.18116,5.54445,4.04488,243,4203320,4204645,gene=zraR,product=DNA-binding transcriptional activator ZraR
U00096.3,4204718,4204971,NA_peak_1387,1.29585,12.4849,10.1866,135,4204642,4205931,gene=purD,product=phosphoribosylamine--glycine ligase
U00096.3,4206295,4206740,NA_peak_1388,1.18116,5.54445,4.04488,374,4205943,4207532,gene=purH,product=bifunctional AICAR transformylase/IMP cyclohydrolase
U00096.3,4211109,4211296,NA_peak_1389,1.27892,10.6678,8.51791,73,4213234,4213617,gene=yjaA,product=stress response protein
U00096.3,4212333,4212503,NA_peak_1390,1.19335,6.02666,4.45185,127,4213234,4213617,gene=yjaA,product=stress response protein
U00096.3,4214548,4214997,NA_peak_1391,1.1656,4.80058,3.4212,175,4214280,4215209,gene=metA,product=homoserine O-succinyltransferase
U00096.3,4217212,4217696,NA_peak_1392,1.19404,6.6194,4.95435,95,4217109,4218413,gene=aceA,product=isocitrate lyase
U00096.3,4217768,4217950,NA_peak_1393,1.16826,4.92608,3.52655,39,4217109,4218413,gene=aceA,product=isocitrate lyase
U00096.3,4218366,4218739,NA_peak_1394,1.17803,5.60794,4.09898,118,4217109,4218413,gene=aceA,product=isocitrate lyase
U00096.3,4218366,4218739,NA_peak_1394,1.17803,5.60794,4.09898,118,4218596,4220332,gene=aceK,product=isocitrate dehydrogenase kinase/phosphatase
U00096.3,4223151,4223560,NA_peak_1395,1.32491,12.4306,10.1361,315,4222804,4223628,gene=iclR,product=DNA-binding transcriptional repressor IclR
U00096.3,4223942,4224346,NA_peak_1396,1.12171,2.91718,1.86346,227,4223828,4227511,gene=metH,product=cobalamin-dependent methionine synthase
U00096.3,4224633,4224999,NA_peak_1397,1.20163,5.9806,4.41268,86,4223828,4227511,gene=metH,product=cobalamin-dependent methionine synthase
U00096.3,4225424,4225960,NA_peak_1398,1.29133,11.6334,9.3995,298,4223828,4227511,gene=metH,product=cobalamin-dependent methionine synthase
U00096.3,4226263,4226693,NA_peak_1399,1.22897,8.28697,6.39323,278,4223828,4227511,gene=metH,product=cobalamin-dependent methionine synthase
U00096.3,4227768,4227984,NA_peak_1400,1.26462,9.63228,7.58649,157,4227731,4229362,gene=yjbB,product=putative inorganic phosphate export protein YjbB
U00096.3,4228197,4228433,NA_peak_1401,1.21127,7.42145,5.64018,162,4227731,4229362,gene=yjbB,product=putative inorganic phosphate export protein YjbB
U00096.3,4229537,4229865,NA_peak_1402,1.15018,4.02002,2.77261,63,4229453,4230142,gene=pepE,product=peptidase E
U00096.3,4231034,4231289,NA_peak_1403,1.51434,29.8652,27.1149,134,4230354,4231226,gene=rluF,product=23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase
U00096.3,4232036,4232210,NA_peak_1404,1.11048,2.39973,1.44165,145,4231884,4233233,gene=lysC,product=aspartate kinase III
U00096.3,4232787,4232942,NA_peak_1405,1.20349,6.7184,5.03881,101,4231884,4233233,gene=lysC,product=aspartate kinase III
U00096.3,4236994,4237524,NA_peak_1406,1.38169,20.5835,17.9387,133,4236897,4237634,gene=yjbG,product=capsule biosynthesis GfcC family protein YjbG
U00096.3,4238690,4238860,NA_peak_1407,1.22527,6.91705,5.20823,56,4237634,4239730,gene=yjbH,product=putative lipoprotein YjbH
U00096.3,4242650,4242952,NA_peak_1408,1.16586,4.74739,3.37742,234,4242626,4243516,gene=malG,product=maltose ABC transporter membrane subunit MalG
U00096.3,4247214,4247465,NA_peak_1409,1.17708,5.44571,3.96228,142,4246784,4247899,gene=malK,product=maltose ABC transporter ATP binding subunit
U00096.3,4249159,4249310,NA_peak_1410,1.187,6.03572,4.45963,39,4247971,4249311,gene=lamB,product=maltose outer membrane channel/phage lambda receptor protein
U00096.3,4249678,4249854,NA_peak_1411,1.24807,8.46167,6.54761,56,4249554,4250474,gene=malM,product=maltose regulon periplasmic protein
U00096.3,4253121,4253598,NA_peak_1412,1.16866,4.90631,3.50975,194,4253016,4253888,gene=ubiA,product=4-hydroxybenzoate octaprenyltransferase
U00096.3,4254107,4254878,NA_peak_1413,1.37936,19.039,16.4268,155,4254043,4256466,gene=plsB,product=glycerol-3-phosphate 1-O-acyltransferase
U00096.3,4255112,4255266,NA_peak_1414,1.1704,5.07419,3.65061,58,4254043,4256466,gene=plsB,product=glycerol-3-phosphate 1-O-acyltransferase
U00096.3,4256764,4256935,NA_peak_1415,1.41564,19.2831,16.6665,73,4256637,4257005,gene=dgkA,product=diacylglycerol kinase
U00096.3,4257999,4258190,NA_peak_1416,1.18428,4.97277,3.56513,118,4257742,4259121,gene=dinF,product=DNA damage-inducible protein F
U00096.3,4258355,4258646,NA_peak_1417,1.21032,6.29778,4.68124,162,4257742,4259121,gene=dinF,product=DNA damage-inducible protein F
U00096.3,4259526,4259950,NA_peak_1418,1.24149,7.72493,5.90309,316,4259488,4260003,gene=zur,product=DNA-binding transcriptional repressor Zur
U00096.3,4261889,4262159,NA_peak_1419,1.30829,12.7222,10.4073,175,4261669,4262706,gene=dusA,product=tRNA-dihydrouridine synthase A
U00096.3,4266426,4266690,NA_peak_1420,1.32298,13.3011,10.9495,182,4265782,4266861,gene=alr,product=alanine racemase 1
U00096.3,4267877,4268044,NA_peak_1421,1.22264,6.73253,5.04998,120,4267114,4268307,gene=tyrB,product=tyrosine aminotransferase
U00096.3,4271140,4271447,NA_peak_1422,1.15848,4.35726,3.05304,201,4271049,4273871,gene=uvrA,product=UvrABC excision nuclease subunit A
U00096.3,4271505,4271689,NA_peak_1423,1.23883,8.33682,6.43741,104,4271049,4273871,gene=uvrA,product=UvrABC excision nuclease subunit A
U00096.3,4272095,4272398,NA_peak_1424,1.2988,12.7449,10.4287,82,4271049,4273871,gene=uvrA,product=UvrABC excision nuclease subunit A
U00096.3,4274427,4274583,NA_peak_1425,1.15827,4.12881,2.86364,64,4274125,4274661,gene=ssb,product=ssDNA-binding protein
U00096.3,4277694,4277886,NA_peak_1426,1.31366,12.0418,9.77607,105,4277469,4277933,gene=soxR,product=DNA-binding transcriptional dual regulator SoxR
U00096.3,4279285,4279493,NA_peak_1427,1.20728,6.49957,4.85199,109,4278479,4279828,gene=ghxP,product=guanine/hypoxanthine transporter GhxP
U00096.3,4279597,4279793,NA_peak_1428,1.1189,2.85668,1.8141,13,4278479,4279828,gene=ghxP,product=guanine/hypoxanthine transporter GhxP
U00096.3,4280413,4280848,NA_peak_1429,1.14603,4.00355,2.7588,137,4279980,4281629,gene=yjcE,product=putative transporter YjcE
U00096.3,4281072,4281248,NA_peak_1430,1.2067,6.4721,4.82865,90,4279980,4281629,gene=yjcE,product=putative transporter YjcE
U00096.3,4286263,4286432,NA_peak_1431,1.18134,5.16323,3.72545,87,4285413,4287371,gene=acs,product=acetyl-CoA synthetase (AMP-forming)
U00096.3,4288802,4288982,NA_peak_1432,1.10223,2.30603,1.36588,114,4287764,4289200,gene=nrfA,product=cytochrome c552 nitrite reductase
U00096.3,4289646,4290272,NA_peak_1433,1.14548,4.15192,2.88189,170,4289245,4289811,gene=nrfB,product=periplasmic nitrite reductase penta-heme c-type cytochrome
U00096.3,4289646,4290272,NA_peak_1433,1.14548,4.15192,2.88189,170,4289808,4290479,gene=nrfC,product=putative menaquinol-cytochrome c reductase 4Fe-4S subunit
U00096.3,4291172,4291329,NA_peak_1434,1.18626,5.90874,4.35216,43,4290476,4291432,gene=nrfD,product=putative menaquinol-cytochrome c reductase subunit NrfD
U00096.3,4292388,4292733,NA_peak_1435,1.26524,10.5176,8.38231,242,4291512,4293170,gene=nrfE,product=putative cytochrome c-type biogenesis protein NrfE
U00096.3,4295479,4295647,NA_peak_1436,1.18064,5.70904,4.18427,106,4294481,4295794,gene=gltP,product=glutamate/aspartate : H(+) symporter GltP
U00096.3,4299644,4299910,NA_peak_1437,1.41229,20.3493,17.7097,172,4299564,4301030,gene=mdtP,product=putative multidrug efflux pump outer membrane channel
U00096.3,4301301,4301463,NA_peak_1438,1.19544,6.05275,4.47414,71,4301027,4303078,gene=mdtO,product=putative multidrug efflux pump subunit MdtO
U00096.3,4303471,4303646,NA_peak_1439,1.19351,5.71709,4.19051,82,4303078,4304109,gene=mdtN,product=putative multidrug efflux pump membrane fusion protein
U00096.3,4305017,4305298,NA_peak_1440,1.10386,2.24998,1.32037,136,4304612,4306597,gene=yjcS,product=linear primary-alkylsulfatase
